I0614 13:50:17.524132       1 feature_gate.go:466] feature gates: {map[]}
I0614 13:50:18.739719       1 nodeutilization.go:201] "Pods on node" node="worker-4" allPods=3 nonRemovablePods=2 removablePods=1
I0614 13:50:18.739731       1 nodeutilization.go:217] "Evicting pods based on priority, if they have same priority, they'll be evicted based on QoS tiers"
I0614 13:50:18.739883       1 node.go:189] "Pod does not fit on node" pod="actual-usage-exp/workload-idle-source-1-649f7d9b48-j2mgr" node="controlplane" err="pod does not tolerate taints on the node"
I0614 13:50:18.740051       1 node.go:185] "Pod fits on node" pod="actual-usage-exp/workload-idle-source-1-649f7d9b48-j2mgr" node="worker-1"
I0614 13:50:18.740120       1 node.go:185] "Pod fits on node" pod="actual-usage-exp/workload-idle-source-1-649f7d9b48-j2mgr" node="worker-2"
I0614 13:50:18.745379       1 actual_usage_evictor.go:149] "Pod usage is below eviction thresholds, allowing eviction" plugin="ActualUsageEvictor" pod="actual-usage-exp/workload-idle-source-1-649f7d9b48-j2mgr" cpuRatio=0.02 cpuThreshold=0.8 memoryRatio=0.0121826171875 memoryThreshold=0.8 missingRequestPolicy="Allow"
I0614 13:50:18.770344       1 evictions.go:558] "Evicted pod" pod="actual-usage-exp/workload-idle-source-1-649f7d9b48-j2mgr" reason="" strategy="HighNodeUtilization" node="worker-4" profile="actual-usage-hnu-h1"
I0614 13:50:18.770445       1 nodeutilization.go:347] "Evicted pods" pod="actual-usage-exp/workload-idle-source-1-649f7d9b48-j2mgr"
I0614 13:50:18.770462       1 nodeutilization.go:356] "Updated node usage" node="worker-4" CPU=100 Mem=52428800 Pods=2
I0614 13:50:18.770480       1 nodeutilization.go:194] "Evicting pods from node" node="worker-5" usage={"cpu":"150m","memory":"210Mi","pods":"3"}
I0614 13:50:18.770607       1 defaultevictor.go:497] "Pod fails the following checks" plugin="DefaultEvictor" ExtensionPoint="Filter" pod="kube-flannel/kube-flannel-ds-79tmx" checks="[pod has system critical priority and is protected against eviction, pod has higher priority than specified priority class threshold, pod has local storage and is protected against eviction, daemonset pods are protected against eviction]"
I0614 13:50:18.770652       1 defaultevictor.go:497] "Pod fails the following checks" plugin="DefaultEvictor" ExtensionPoint="Filter" pod="kube-system/kube-proxy-4l9h5" checks="[pod has system critical priority and is protected against eviction, pod has higher priority than specified priority class threshold, pod has local storage and is protected against eviction, daemonset pods are protected against eviction]"
I0614 13:50:18.770668       1 nodeutilization.go:201] "Pods on node" node="worker-5" allPods=3 nonRemovablePods=2 removablePods=1
I0614 13:50:18.770678       1 nodeutilization.go:217] "Evicting pods based on priority, if they have same priority, they'll be evicted based on QoS tiers"
I0614 13:50:18.771185       1 node.go:185] "Pod fits on node" pod="actual-usage-exp/workload-idle-source-2-958bdc7ff-dzjpj" node="worker-2"
I0614 13:50:18.771216       1 node.go:185] "Pod fits on node" pod="actual-usage-exp/workload-idle-source-2-958bdc7ff-dzjpj" node="worker-3"
E0614 13:50:18.776754       1 event_broadcaster.go:270] "Server rejected event (will not retry!)" err="events.events.k8s.io is forbidden: User \"system:serviceaccount:kube-system:actual-usage-descheduler\" cannot create resource \"events\" in API group \"events.k8s.io\" in the namespace \"actual-usage-exp\"" event="&Event{ObjectMeta:{workload-idle-source-1-649f7d9b48-j2mgr.18b8f6ce5ab2e869  actual-usage-exp    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},EventTime:2026-06-14 13:50:18.77036309 +0000 UTC m=+1.274857823,Series:nil,ReportingController:sigs.k8s.io.descheduler,ReportingInstance:sigs.k8s.io.descheduler-actual-usage-descheduler-ntr9m,Action:Descheduled,Reason:HighNodeUtilization,Regarding:{Pod actual-usage-exp workload-idle-source-1-649f7d9b48-j2mgr 7eb1d4dd-4200-4661-81d8-2d0e8aef103f v1 113809 },Related:nil,Note:pod eviction from worker-4 node by sigs.k8s.io/descheduler,Type:Normal,DeprecatedSource:{ },DeprecatedFirstTimestamp:0001-01-01 00:00:00 +0000 UTC,DeprecatedLastTimestamp:0001-01-01 00:00:00 +0000 UTC,DeprecatedCount:0,}"
I0614 13:50:18.780685       1 actual_usage_evictor.go:149] "Pod usage is below eviction thresholds, allowing eviction" plugin="ActualUsageEvictor" pod="actual-usage-exp/workload-idle-source-2-958bdc7ff-dzjpj" cpuRatio=0.02 cpuThreshold=0.8 memoryRatio=0.010986328125 memoryThreshold=0.8 missingRequestPolicy="Allow"
I0614 13:50:18.834510       1 evictions.go:558] "Evicted pod" pod="actual-usage-exp/workload-idle-source-2-958bdc7ff-dzjpj" reason="" strategy="HighNodeUtilization" node="worker-5" profile="actual-usage-hnu-h1"
I0614 13:50:18.834742       1 nodeutilization.go:347] "Evicted pods" pod="actual-usage-exp/workload-idle-source-2-958bdc7ff-dzjpj"
I0614 13:50:18.834760       1 nodeutilization.go:356] "Updated node usage" node="worker-5" CPU=100 Mem=52428800 Pods=2
I0614 13:50:18.834776       1 nodeutilization.go:194] "Evicting pods from node" node="worker-6" usage={"cpu":"150m","memory":"290Mi","pods":"3"}
I0614 13:50:18.835190       1 defaultevictor.go:497] "Pod fails the following checks" plugin="DefaultEvictor" ExtensionPoint="Filter" pod="kube-flannel/kube-flannel-ds-kd8rb" checks="[pod has system critical priority and is protected against eviction, pod has higher priority than specified priority class threshold, pod has local storage and is protected against eviction, daemonset pods are protected against eviction]"
I0614 13:50:18.835325       1 defaultevictor.go:497] "Pod fails the following checks" plugin="DefaultEvictor" ExtensionPoint="Filter" pod="kube-system/kube-proxy-sp5cp" checks="[pod has system critical priority and is protected against eviction, pod has higher priority than specified priority class threshold, pod has local storage and is protected against eviction, daemonset pods are protected against eviction]"
I0614 13:50:18.835408       1 nodeutilization.go:201] "Pods on node" node="worker-6" allPods=3 nonRemovablePods=2 removablePods=1
I0614 13:50:18.835502       1 nodeutilization.go:217] "Evicting pods based on priority, if they have same priority, they'll be evicted based on QoS tiers"
I0614 13:50:18.835633       1 node.go:189] "Pod does not fit on node" pod="actual-usage-exp/workload-api-5dd89457c6-bdmc9" node="controlplane" err="pod does not tolerate taints on the node"
I0614 13:50:18.835720       1 node.go:185] "Pod fits on node" pod="actual-usage-exp/workload-api-5dd89457c6-bdmc9" node="worker-1"
I0614 13:50:18.835720       1 node.go:185] "Pod fits on node" pod="actual-usage-exp/workload-api-5dd89457c6-bdmc9" node="worker-2"
I0614 13:50:18.835770       1 node.go:185] "Pod fits on node" pod="actual-usage-exp/workload-api-5dd89457c6-bdmc9" node="worker-3"
E0614 13:50:18.845614       1 event_broadcaster.go:270] "Server rejected event (will not retry!)" err="events.events.k8s.io is forbidden: User \"system:serviceaccount:kube-system:actual-usage-descheduler\" cannot create resource \"events\" in API group \"events.k8s.io\" in the namespace \"actual-usage-exp\"" event="&Event{ObjectMeta:{workload-idle-source-2-958bdc7ff-dzjpj.18b8f6ce5e87d6d9  actual-usage-exp    0 0001-01-01 00:00:00 +0000 UTC <nil> <nil> map[] map[] [] [] []},EventTime:2026-06-14 13:50:18.834677483 +0000 UTC m=+1.339172217,Series:nil,ReportingController:sigs.k8s.io.descheduler,ReportingInstance:sigs.k8s.io.descheduler-actual-usage-descheduler-ntr9m,Action:Descheduled,Reason:HighNodeUtilization,Regarding:{Pod actual-usage-exp workload-idle-source-2-958bdc7ff-dzjpj 55869d99-6e37-41fc-9861-74c76fdb12d2 v1 113844 },Related:nil,Note:pod eviction from worker-5 node by sigs.k8s.io/descheduler,Type:Normal,DeprecatedSource:{ },DeprecatedFirstTimestamp:0001-01-01 00:00:00 +0000 UTC,DeprecatedLastTimestamp:0001-01-01 00:00:00 +0000 UTC,DeprecatedCount:0,}"
I0614 13:50:18.863341       1 actual_usage_evictor.go:132] "Pod usage is above eviction threshold, blocking eviction" plugin="ActualUsageEvictor" pod="actual-usage-exp/workload-api-5dd89457c6-bdmc9" cpuUsageMilli=501 cpuRequestMilli=50 cpuRequestMissing=false cpuRatio=10.02 cpuThreshold=0.8 memoryUsageBytes=6643712 memoryRequestBytes=251658240 memoryRequestMissing=false memoryRatio=0.026399739583333335 memoryThreshold=0.8 missingRequestPolicy="Allow"
I0614 13:50:18.863431       1 profile.go:425] "Total number of evictions/requests" extension point="Balance" evictedPods=2 evictionRequests=0
I0614 13:50:18.863648       1 descheduler.go:252] "Number of evictions/requests" totalEvicted=2 evictionRequests=0
I0614 13:50:18.863916       1 reflector.go:373] "Stopping reflector" type="*v1.Pod" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 13:50:18.863939       1 descheduler.go:464] Stopped metrics collector
I0614 13:50:18.863961       1 reflector.go:373] "Stopping reflector" type="*v1.Node" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 13:50:18.863990       1 reflector.go:373] "Stopping reflector" type="*v1.PersistentVolumeClaim" resyncPeriod="0s" reflector="k8s.io/client-go/informers/factory.go:161"
I0614 13:50:18.864585       1 tlsconfig.go:258] "Shutting down DynamicServingCertificateController"
I0614 13:50:18.864674       1 secure_serving.go:259] Stopped listening on [::]:10258
